,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut,odds
28,Sam Burns,47504,70.653,0.692,0.305,0.072,0.045,-0.372,0.647,4.67,0.33,1.25,0.5,,,,4333.0
29,Jonathan Byrd,24925,71.446,-0.843,-0.321,0.476,-0.544,-0.835,-0.299,-2.0,1.0,-0.5,0.5,,,,
30,Chad Campbell,12510,,,,,,,,,,,,,,,
31,Patrick Cantlay,35450,69.435,2.056,0.968,0.057,1.525,0.461,0.531,-8.17,1.0,-8.57,1.0,1435.0,-7.0,1.0,950.0
32,Bud Cauley,34021,,,,,,,,-0.4,0.8,0.17,0.67,,,,
33,Greg Chalmers,20593,,,,,,,,0.0,1.0,0.0,1.0,,,,
34,Cameron Champ,52372,71.788,-0.918,0.472,-0.835,-0.537,-0.34,-0.381,7.0,0.0,7.0,0.2,1372.0,5.0,0.0,
35,Kevin Chappell,32366,71.334,0.256,0.034,0.089,0.227,-0.005,0.029,0.0,0.75,0.0,0.75,,,,
36,Daniel Chopra,20850,,,,,,,,,,,,,,,
37,Stewart Cink,20229,71.56,-0.508,-0.132,-0.04,-0.325,-0.099,-0.184,3.67,0.67,1.86,0.71,1449.0,8.0,0.0,47500.0
38,Tim Clark,23135,,,,,,,,,,,,,,,
39,Wyndham Clark,51766,69.862,1.192,0.199,0.153,0.94,0.56,0.252,5.67,0.33,5.67,0.33,1462.0,2.0,1.0,6117.0
40,Michael Clark II,12388,,,,,,,,,,,,,,,
41,Eric Cole,47591,70.186,0.777,-0.233,0.29,0.445,0.366,0.332,,,,,,,,24083.0
42,Chad Collins,25720,,,,,,,,,,,,,,,
43,Trevor Cone,49453,71.868,-0.379,0.491,-0.448,-0.452,-0.537,0.074,,,,,,,,
44,Corey Conners,39997,70.337,1.067,0.45,-0.074,1.098,0.624,-0.03,2.5,1.0,1.2,1.0,1373.0,-3.0,1.0,4333.0
45,Austin Cook,46435,71.494,-0.591,-0.66,0.284,-0.399,-0.034,-0.192,0.0,0.5,-1.33,0.67,,,,
46,Chris Couch,11123,,,,,,,,,,,,,,,
47,Vince Covello,32982,,,,,,,,,,,,,,,
48,Ben Crane,23541,,,,,,,,,,,,,,,
49,Ben Curtis,22621,,,,,,,,,,,,,,,
50,MJ Daffue,39067,71.531,-0.534,0.372,-0.241,-0.03,-0.059,-0.504,,,-8.0,1.0,,,,59000.0
51,Joel Dahmen,34076,70.694,-0.022,0.226,0.113,0.492,0.107,-0.514,6.25,1.0,8.2,0.8,1402.0,1.0,1.0,45000.0
52,Robert Damron,19881,,,,,,,,,,,,,,,
53,Brian Davis,21753,,,,,,,,,,,,,,,
54,Cam Davis,45157,70.615,0.545,0.722,0.095,0.851,0.104,-0.307,,,,,,,,11333.0
55,Jason Day,28089,69.634,1.851,0.389,0.348,1.254,0.555,0.597,-2.43,0.71,-3.5,0.75,1403.0,0.0,1.0,2783.0
56,Brendon de Jonge,23638,,,,,,,,,,,,,,,
57,Jay Delsing,01261,,,,,,,,,,,,,,,
58,Thomas Detry,33653,70.472,0.446,-0.03,0.114,0.11,0.043,0.336,,,,,,,,20417.0
59,Luke Donald,23983,71.562,-0.219,-0.897,0.162,-0.558,0.345,0.34,2.75,0.5,2.2,0.4,1417.0,3.0,0.0,83333.0
60,Zecheng Dou,37338,71.579,-0.614,0.229,-0.023,-0.096,-0.202,-0.517,,,,,,,,
61,Jason Dufner,25686,72.12,-1.103,-0.208,0.115,-0.059,0.108,-1.044,-2.25,0.75,-2.11,0.78,1404.0,6.0,0.0,125000.0
62,Tyler Duncan,45609,71.393,-0.726,0.31,-0.581,-0.391,-0.122,-0.335,11.0,0.5,11.0,0.5,,,,
63,Nico Echavarria,51349,71.477,-0.889,-0.026,-0.295,-0.984,-0.634,0.095,,,,,,,,65000.0
64,Austin Eckroat,57362,70.875,0.476,0.441,-0.075,0.364,0.019,0.112,,,,,,,,31667.0
