,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
286,Richy Werenski,47128,71.926,-0.672,-0.114,-0.084,-0.992,-0.752,0.319,5.0,1.0,5.0,1.0,,,
287,Kyle Westmoreland,52411,72.104,-0.872,0.199,-0.175,-0.478,-0.347,-0.394,,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,,,,,,,
291,Danny Willett,32139,71.344,-0.129,-0.138,0.1,-0.244,-0.196,0.115,,,,,,,
292,Garrett Willis,20436,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-11.67,1.0,,,5.0,-7.0,1.0
294,Gary Woodland,31323,70.542,0.358,0.542,-0.34,0.926,0.712,-0.568,-5.0,1.0,7.0,1.0,,,
295,Tiger Woods,08793,,,,,,,,-4.33,1.0,11.0,1.0,,,
296,Brandon Wu,52374,70.638,0.139,0.148,-0.031,0.231,0.067,-0.092,,,,,,,
297,Dylan Wu,54783,70.46,0.637,-0.025,0.036,0.33,0.243,0.307,,,,,,,
298,Cameron Young,57366,70.542,0.359,0.603,-0.002,0.781,0.261,-0.421,-5.0,1.0,,,16.0,-5.0,1.0
299,Carson Young,52513,71.175,-0.111,-0.068,-0.37,-0.323,-0.013,0.212,,,,,,,
300,Kevin Yu,45242,70.441,0.5,0.909,0.149,1.259,0.183,-0.76,,,,,,,
301,Carl Yuan,55454,71.597,-0.5,0.166,-0.233,-0.315,-0.073,-0.185,,,,,,,
302,Will Zalatoris,47483,,,,,,,,,,,,,,
