,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
254,Kevin Streelman,27214,71.096,0.17,-0.091,0.159,0.257,0.08,-0.088,-12.0,1.0,-12.0,1.0,,,
255,Chris Stroud,27963,71.351,-0.141,-0.332,-0.084,-0.056,0.313,-0.085,3.0,0.0,3.0,0.0,467.0,6.0,0.0
256,Brian Stuard,31560,72.346,-0.889,-1.107,0.233,-1.064,-0.3,0.175,-3.5,0.5,-3.5,0.5,455.0,4.0,0.0
257,Justin Suh,50493,70.753,0.138,-0.073,-0.387,-0.485,-0.035,0.623,-7.0,1.0,-7.0,1.0,,,
258,Adam Svensson,40115,70.82,0.571,0.057,0.096,0.175,0.171,0.396,-4.5,0.5,-4.5,0.5,444.0,5.0,0.0
259,Callum Tarren,48699,71.474,-0.393,0.215,-0.355,-0.126,0.155,-0.267,,,,,,,
260,Phil Tataurangi,12663,,,,,,,,,,,,,,
261,Ben Taylor,48119,71.095,0.069,-0.209,0.018,-0.368,-0.118,0.438,0.5,0.0,0.5,0.0,,,
262,Nick Taylor,25493,70.274,0.965,-0.101,0.186,0.581,0.51,0.385,-3.5,0.5,-3.5,0.5,527.0,3.0,0.0
263,Vaughn Taylor,23325,,,,,,,,3.0,0.0,3.0,0.0,561.0,3.0,0.0
264,Sahith Theegala,51634,70.42,0.582,-0.1,0.156,0.141,0.16,0.441,3.0,0.0,3.0,0.0,554.0,4.0,0.0
265,Justin Thomas,33448,70.757,0.642,0.156,0.366,0.935,0.378,-0.293,,,,,,,
266,Davis Thompson,58168,71.041,0.015,0.431,0.062,0.158,-0.318,-0.143,,,,,,,
267,Michael Thompson,32150,71.381,0.131,0.072,-0.026,-0.054,-0.165,0.186,-8.25,0.75,-8.25,0.75,522.0,-5.0,1.0
268,Brendon Todd,30927,70.517,0.749,-0.434,0.483,0.258,0.166,0.49,0.5,0.5,0.5,0.5,456.0,2.0,1.0
269,D.J. Trahan,23788,,,,,,,,2.0,0.0,2.0,0.0,479.0,6.0,0.0
270,Martin Trainer,35617,72.268,-1.207,-0.499,-0.194,-1.223,-0.493,0.016,2.5,0.25,2.5,0.25,523.0,2.0,0.0
271,Lee Trevino,02213,,,,,,,,,,,,,,
272,Marc Turnesa,26668,,,,,,,,,,,,,,
273,Kevin Tway,32333,71.224,-0.205,-0.067,-0.122,-0.312,-0.193,0.107,0.5,0.0,0.5,0.0,513.0,2.0,0.0
274,Omar Uresti,08385,,,,,,,,,,,,,,
275,Bo Van Pelt,23623,,,,,,,,-2.0,1.0,-2.0,1.0,457.0,-1.0,1.0
276,Erik van Rooyen,40006,71.749,-0.958,-0.04,-0.4,-0.734,-0.149,-0.224,-0.5,0.5,-0.5,0.5,,,
277,Jhonattan Vegas,27064,,,,,,,,-7.0,0.5,-7.0,0.5,,,
278,Camilo Villegas,27770,,,,,,,,-1.0,1.0,-1.0,1.0,470.0,1.0,1.0
279,Lanny Wadkins,02242,,,,,,,,,,,,,,
280,Johnson Wagner,26951,,,,,,,,-3.67,0.33,-3.67,0.33,,,
281,Grant Waite,02245,,,,,,,,,,,,,,
282,Jimmy Walker,25632,71.347,-0.176,-0.224,0.118,-0.343,-0.109,0.167,-6.5,0.5,-6.5,0.5,,,
283,Matt Wallace,48887,71.128,-0.216,-0.357,0.331,-0.03,0.261,-0.186,-5.0,1.0,-5.0,1.0,524.0,-5.0,1.0
284,Nick Watney,27095,72.778,-1.828,-1.346,-0.213,-1.686,-0.143,-0.142,-1.5,0.5,-1.5,0.5,528.0,8.0,0.0
285,Boo Weekley,26289,,,,,,,,,,,,,,
286,Trevor Werbylo,58967,72.076,-0.94,-0.259,0.095,-0.907,-0.713,-0.033,,,,,,,
287,Richy Werenski,47128,71.937,-0.586,-0.111,-0.123,-0.928,-0.715,0.342,-4.0,0.5,-4.0,0.5,541.0,4.0,0.0
288,Kyle Westmoreland,52411,72.259,-0.953,0.237,-0.205,-0.571,-0.371,-0.381,,,,,,,
289,Vince Whaley,51894,,,,,,,,,,,,,,
290,Charlie Wi,20160,,,,,,,,,,,,,,
291,Tim Wilkinson,25349,,,,,,,,-7.0,1.0,-7.0,1.0,,,
292,Danny Willett,32139,71.342,-0.079,-0.142,0.11,-0.226,-0.171,0.147,-10.0,1.0,-10.0,1.0,481.0,-10.0,1.0
293,Garrett Willis,20436,,,,,,,,,,,,,,
294,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-1.0,0.0,-1.0,0.0,,,
295,Gary Woodland,31323,70.549,0.401,0.594,-0.304,1.011,0.712,-0.61,-10.0,1.0,-10.0,1.0,,,
296,Tiger Woods,08793,,,,,,,,,,,,,,
297,Brandon Wu,52374,70.666,0.184,0.209,0.02,0.178,-0.052,0.006,,,,,,,
298,Dylan Wu,54783,70.595,0.539,0.026,0.137,0.474,0.28,0.065,8.0,0.0,8.0,0.0,482.0,8.0,0.0
299,Cameron Young,57366,70.563,0.395,0.589,-0.003,0.867,0.362,-0.471,,,,,,,
300,Carson Young,52513,71.179,-0.04,-0.099,-0.344,-0.285,0.011,0.245,,,,,,,
301,Kevin Yu,45242,70.386,0.62,0.9,0.096,1.185,0.196,-0.565,,,,,,,
302,Carl Yuan,55454,71.54,-0.338,0.179,-0.194,-0.208,-0.025,-0.13,,,,,,,
303,Will Zalatoris,47483,,,,,,,,,,,,,,
