,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut,odds
237,Webb Simpson,29221,71.622,-0.583,-0.405,-0.207,-0.421,0.193,-0.162,-4.75,0.75,-4.75,0.75,1127.0,-10.0,1.0,
238,Vijay Singh,06567,,,,,,,,0.67,0.33,0.67,0.33,,,,
239,Heath Slocum,22293,,,,,,,,,,,,,,,
240,Alex Smalley,46340,70.683,0.376,0.258,0.056,0.637,0.236,-0.261,3.0,0.0,3.0,0.0,1000.0,3.0,0.0,
241,Chris Smith,02106,,,,,,,,,,,,,,,
242,Austin Smotherman,50095,71.466,-0.366,0.019,-0.202,-0.395,-0.118,0.029,,,,,,,,
243,Brandt Snedeker,27649,,,,,,,,-2.17,0.5,-2.17,0.5,1010.0,1.0,0.0,
244,J.J. Spaun,39324,70.645,0.409,0.214,0.18,0.52,0.101,-0.111,0.0,0.6,0.0,0.6,1056.0,4.0,0.0,
245,Jordan Spieth,34046,70.119,1.044,0.261,0.201,0.913,0.417,0.13,-3.8,0.6,-3.8,0.6,1057.0,1.0,0.0,
246,Mike Springer,02131,,,,,,,,,,,,,,,
247,Kevin Stadler,26679,,,,,,,,0.0,0.0,0.0,0.0,,,,
248,Scott Stallings,30692,71.491,-0.437,0.151,0.187,-0.097,-0.405,-0.34,-3.86,0.43,-3.86,0.43,1115.0,-11.0,1.0,
249,Kyle Stanley,30110,,,,,,,,-3.33,0.83,-3.33,0.83,,,,
250,Sam Stevens,55893,70.611,0.393,0.456,-0.002,0.598,0.154,-0.205,,,,,,,,
251,Sepp Straka,49960,70.898,0.597,-0.04,-0.142,0.426,0.651,0.171,-1.5,0.25,-1.5,0.25,1116.0,3.0,0.0,
252,Robert Streb,34431,72.105,-1.184,-0.238,0.063,-0.424,-0.409,-0.76,-4.0,0.67,-4.0,0.67,1101.0,-7.0,1.0,
253,Kevin Streelman,27214,71.128,0.167,-0.088,0.156,0.186,0.03,-0.019,-6.43,0.71,-6.43,0.71,1066.0,-8.0,1.0,
254,Chris Stroud,27963,71.216,-0.03,-0.27,-0.103,0.159,0.45,-0.188,-0.5,0.25,-0.5,0.25,,,,
255,Brian Stuard,31560,72.395,-1.01,-1.121,0.289,-1.124,-0.374,0.114,-1.0,0.43,-1.0,0.43,1012.0,0.0,0.0,
256,Justin Suh,50493,70.656,0.234,-0.025,-0.355,-0.388,-0.002,0.623,6.0,0.0,6.0,0.0,,,,
257,Adam Svensson,40115,70.85,0.565,0.074,0.048,0.156,0.184,0.409,-4.0,0.5,-4.0,0.5,1001.0,-8.0,1.0,
258,Callum Tarren,48699,71.625,-0.515,0.076,-0.419,-0.394,0.038,-0.121,,,,,,,,
259,Phil Tataurangi,12663,,,,,,,,,,,,,,,
260,Ben Taylor,48119,70.856,0.469,-0.139,-0.037,-0.189,-0.005,0.658,,,,,,,,
261,Nick Taylor,25493,70.207,1.099,-0.055,0.23,0.676,0.452,0.423,2.0,0.2,2.0,0.2,,,,
262,Vaughn Taylor,23325,,,,,,,,-3.83,0.67,-3.83,0.67,,,,
263,Sahith Theegala,51634,70.415,0.656,-0.133,0.19,0.237,0.23,0.419,-8.5,0.5,-8.5,0.5,1117.0,-17.0,1.0,
264,Justin Thomas,33448,70.793,0.671,0.126,0.461,0.949,0.354,-0.277,-2.2,0.6,-2.2,0.6,,,,
265,Davis Thompson,58168,71.182,-0.162,0.46,0.017,0.123,-0.333,-0.285,1.0,0.0,1.0,0.0,,,,
266,Michael Thompson,32150,71.381,0.131,0.072,-0.026,-0.054,-0.165,0.186,1.25,0.25,1.25,0.25,,,,
267,Brendon Todd,30927,70.593,0.686,-0.433,0.497,0.253,0.141,0.434,-4.5,0.5,-4.5,0.5,1013.0,-1.0,0.0,
268,D.J. Trahan,23788,,,,,,,,3.0,0.0,3.0,0.0,,,,
269,Martin Trainer,35617,72.055,-1.095,-0.626,-0.227,-1.064,-0.364,-0.031,7.5,0.0,7.5,0.0,1083.0,8.0,0.0,
270,Lee Trevino,02213,,,,,,,,,,,,,,,
271,Marc Turnesa,26668,,,,,,,,,,,,,,,
272,Kevin Tway,32333,71.181,-0.221,-0.029,-0.19,-0.35,-0.134,0.129,-4.0,0.83,-4.0,0.83,1067.0,1.0,1.0,
273,Omar Uresti,08385,,,,,,,,,,,,,,,
274,Bo Van Pelt,23623,,,,,,,,5.5,0.0,5.5,0.0,,,,
275,Erik van Rooyen,40006,71.681,-0.787,-0.125,-0.391,-0.488,0.199,-0.299,,,,,,,,
276,Jhonattan Vegas,27064,,,,,,,,-0.5,0.25,-0.5,0.25,1058.0,4.0,0.0,
277,Camilo Villegas,27770,,,,,,,,11.0,0.0,11.0,0.0,,,,
278,Lanny Wadkins,02242,,,,,,,,,,,,,,,
279,Johnson Wagner,26951,,,,,,,,1.5,0.5,1.5,0.5,,,,
280,Grant Waite,02245,,,,,,,,,,,,,,,
281,Jimmy Walker,25632,71.081,0.188,-0.145,0.192,-0.157,-0.103,0.346,,,,,,,,
282,Matt Wallace,48887,71.009,-0.065,-0.344,0.383,0.087,0.198,-0.152,-1.0,0.5,-1.0,0.5,1084.0,-4.0,1.0,
283,Nick Watney,27095,72.8,-1.991,-1.469,-0.255,-1.888,-0.162,-0.103,3.8,0.4,3.8,0.4,1088.0,7.0,0.0,
284,Boo Weekley,26289,,,,,,,,-3.0,0.33,-3.0,0.33,,,,
285,Trevor Werbylo,58967,71.973,-0.869,-0.186,0.066,-0.909,-0.812,0.04,,,,,,,,
286,Richy Werenski,47128,71.992,-0.659,-0.194,-0.108,-1.031,-0.676,0.372,0.67,0.5,0.67,0.5,1102.0,11.0,0.0,
287,Kyle Westmoreland,52411,72.032,-0.737,0.192,-0.1,-0.34,-0.377,-0.397,,,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,-1.33,0.33,-1.33,0.33,,,,
291,Danny Willett,32139,71.07,0.261,-0.091,0.211,0.082,-0.029,0.179,-1.0,0.0,-1.0,0.0,1034.0,-1.0,0.0,
292,Garrett Willis,20436,,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-2.0,0.67,-2.0,0.67,1002.0,1.0,0.0,
294,Gary Woodland,31323,70.721,0.323,0.645,-0.347,0.993,0.719,-0.67,-3.5,0.5,-3.5,0.5,,,,
295,Tiger Woods,08793,,,,,,,,,,,,,,,
296,Brandon Wu,52374,70.594,0.294,0.223,0.062,0.251,-0.009,0.043,4.0,0.0,4.0,0.0,1014.0,4.0,0.0,
297,Dylan Wu,54783,70.584,0.58,0.069,0.07,0.545,0.379,0.034,3.0,0.0,3.0,0.0,1035.0,3.0,0.0,
298,Cameron Young,57366,70.856,0.314,0.626,-0.078,0.86,0.372,-0.546,,,,,,,,
299,Carson Young,52513,71.23,-0.083,-0.027,-0.335,-0.262,-0.054,0.179,,,,,,,,
300,Kevin Yu,45242,70.373,0.817,0.912,-0.007,1.391,0.486,-0.574,,,,,,,,
301,Carl Yuan,55454,71.403,-0.224,0.266,-0.215,-0.132,-0.138,-0.092,,,,,,,,
302,Will Zalatoris,47483,,,,,,,,,,,,,,,
