,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
251,Sepp Straka,49960,70.6,0.668,0.012,-0.095,0.427,0.586,0.241,-2.25,0.5,-15.0,1.0,290.0,13.0,0.0
252,Robert Streb,34431,71.755,-0.724,-0.086,0.081,-0.277,-0.349,-0.447,1.14,0.43,-1.0,0.75,276.0,-7.0,1.0
253,Kevin Streelman,27214,70.929,0.311,-0.065,0.198,0.398,0.129,-0.087,-4.25,0.5,-1.0,0.5,245.0,0.0,0.0
254,Chris Stroud,27963,71.343,-0.143,-0.317,-0.071,-0.151,0.191,0.008,-0.71,0.29,4.0,0.5,205.0,-4.0,1.0
255,Brian Stuard,31560,72.236,-0.832,-1.085,0.158,-1.023,-0.232,0.191,-5.5,0.62,5.0,0.5,192.0,-8.0,1.0
256,Justin Suh,50493,70.74,0.137,-0.048,-0.389,-0.498,-0.027,0.635,,,,,,,
257,Adam Svensson,40115,70.653,0.673,0.077,0.083,0.282,0.247,0.391,-5.5,1.0,-3.0,1.0,184.0,1.0,1.0
258,Callum Tarren,48699,71.327,-0.26,0.201,-0.303,-0.079,0.152,-0.181,,,,,,,
259,Phil Tataurangi,12663,,,,,,,,,,,,,,
260,Ben Taylor,48119,71.161,-0.051,-0.293,-0.015,-0.463,-0.049,0.412,-1.5,0.5,,,,,
261,Nick Taylor,25493,70.274,0.965,-0.101,0.186,0.581,0.51,0.385,-5.29,0.57,-1.67,0.67,260.0,3.0,1.0
262,Vaughn Taylor,23325,,,,,,,,-6.0,0.8,-3.0,1.0,296.0,-7.0,1.0
263,Sahith Theegala,51634,70.425,0.575,-0.068,0.181,0.166,0.153,0.409,,,-9.0,1.0,,,
264,Justin Thomas,33448,70.598,0.711,0.212,0.411,0.933,0.327,-0.222,-1.0,0.5,-8.25,1.0,,,
265,Davis Thompson,58168,70.916,0.086,0.447,0.082,0.218,-0.302,-0.133,1.0,0.0,,,,,
266,Michael Thompson,32150,71.381,0.131,0.072,-0.026,-0.054,-0.165,0.186,-4.33,0.5,-0.6,0.8,256.0,0.0,0.0
267,Brendon Todd,30927,70.379,0.841,-0.432,0.467,0.286,0.188,0.555,-4.0,0.4,1.0,0.67,193.0,-7.0,1.0
268,D.J. Trahan,23788,,,,,,,,0.67,0.0,3.33,0.0,,,
269,Martin Trainer,35617,72.37,-1.366,-0.442,-0.136,-1.173,-0.51,-0.194,3.75,0.25,,,257.0,-3.0,1.0
270,Lee Trevino,02213,,,,,,,,,,,,,,
271,Marc Turnesa,26668,,,,,,,,,,,,,,
272,Kevin Tway,32333,71.191,-0.195,-0.032,-0.132,-0.315,-0.23,0.12,-4.67,0.5,5.5,0.5,246.0,-8.0,1.0
273,Omar Uresti,08385,,,,,,,,,,5.0,0.0,,,
274,Bo Van Pelt,23623,,,,,,,,2.75,0.25,,,194.0,8.0,0.0
275,Erik van Rooyen,40006,71.67,-0.874,0.035,-0.401,-0.677,-0.177,-0.197,-8.0,1.0,-6.0,1.0,,,
276,Jhonattan Vegas,27064,,,,,,,,-1.5,0.25,3.5,0.0,,,
277,Camilo Villegas,27770,,,,,,,,-5.2,0.6,0.33,0.67,207.0,2.0,0.0
278,Lanny Wadkins,02242,,,,,,,,,,,,,,
279,Johnson Wagner,26951,,,,,,,,-9.5,0.83,3.5,0.25,,,
280,Grant Waite,02245,,,,,,,,,,,,,,
281,Jimmy Walker,25632,71.343,-0.214,-0.199,0.093,-0.296,-0.081,0.083,2.0,0.0,,,,,
282,Matt Wallace,48887,71.008,-0.123,-0.312,0.293,0.01,0.246,-0.133,-0.5,0.0,0.0,1.0,258.0,0.0,0.0
283,Nick Watney,27095,72.665,-1.72,-1.37,-0.177,-1.667,-0.1,-0.053,-0.29,0.14,2.33,0.67,261.0,5.0,0.0
284,Boo Weekley,26289,,,,,,,,-3.0,0.67,-3.33,0.67,,,
285,Trevor Werbylo,58967,72.05,-0.953,-0.185,0.085,-0.944,-0.751,-0.009,,,,,,,
286,Richy Werenski,47128,71.926,-0.672,-0.114,-0.084,-0.992,-0.752,0.319,-9.8,1.0,-1.0,0.5,277.0,-10.0,1.0
287,Kyle Westmoreland,52411,72.104,-0.872,0.199,-0.175,-0.478,-0.347,-0.394,,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,-4.0,0.5,2.33,0.33,,,
291,Danny Willett,32139,71.344,-0.129,-0.138,0.1,-0.244,-0.196,0.115,4.5,0.0,4.0,1.0,216.0,5.0,0.0
292,Garrett Willis,20436,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-6.75,0.75,-6.0,1.0,185.0,-10.0,1.0
294,Gary Woodland,31323,70.542,0.358,0.542,-0.34,0.926,0.712,-0.568,-2.0,0.0,2.0,0.75,,,
295,Tiger Woods,08793,,,,,,,,-13.0,1.0,,,,,
296,Brandon Wu,52374,70.661,0.152,0.207,-0.018,0.227,0.009,-0.075,-11.0,1.0,3.0,0.0,195.0,-11.0,1.0
297,Dylan Wu,54783,70.46,0.637,-0.025,0.036,0.33,0.243,0.307,11.0,0.0,,,217.0,11.0,0.0
298,Cameron Young,57366,70.581,0.375,0.594,0.005,0.791,0.297,-0.416,,,-6.0,1.0,,,
299,Carson Young,52513,71.175,-0.111,-0.068,-0.37,-0.323,-0.013,0.212,,,,,,,
300,Kevin Yu,45242,70.441,0.5,0.909,0.149,1.259,0.183,-0.76,,,,,,,
301,Carl Yuan,55454,71.597,-0.5,0.166,-0.233,-0.315,-0.073,-0.185,,,,,,,
302,Will Zalatoris,47483,,,,,,,,-7.0,0.67,-13.5,1.0,300.0,-9.0,1.0
