,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
251,Sepp Straka,49960,70.802,0.603,-0.002,-0.131,0.438,0.617,0.166,-8.25,0.5,-8.25,0.5,420.0,-2.0,0.0
252,Robert Streb,34431,72.006,-1.103,-0.209,0.142,-0.322,-0.447,-0.781,-3.5,0.25,-3.5,0.25,406.0,-2.0,0.0
253,Kevin Streelman,27214,71.091,0.169,-0.077,0.14,0.199,0.05,-0.029,-9.5,1.0,-9.5,1.0,371.0,-8.0,1.0
254,Chris Stroud,27963,71.216,-0.03,-0.27,-0.103,0.159,0.45,-0.188,-5.5,0.5,-5.5,0.5,,,
255,Brian Stuard,31560,72.395,-1.01,-1.121,0.289,-1.124,-0.374,0.114,-7.5,0.5,-7.5,0.5,319.0,1.0,0.0
256,Justin Suh,50493,70.64,0.205,-0.056,-0.368,-0.429,-0.032,0.634,-2.0,0.0,-2.0,0.0,,,
257,Adam Svensson,40115,70.86,0.511,0.056,0.058,0.12,0.164,0.391,-8.0,0.5,-8.0,0.5,309.0,-12.0,1.0
258,Callum Tarren,48699,71.468,-0.41,0.132,-0.399,-0.253,0.098,-0.157,,,,,,,
259,Phil Tataurangi,12663,,,,,,,,,,,,,,
260,Ben Taylor,48119,70.867,0.409,-0.15,-0.003,-0.246,-0.072,0.655,1.5,0.0,1.5,0.0,,,
261,Nick Taylor,25493,70.207,1.099,-0.055,0.23,0.676,0.452,0.423,-6.67,0.67,-6.67,0.67,390.0,-2.0,0.0
262,Vaughn Taylor,23325,,,,,,,,-4.0,0.5,-4.0,0.5,,,
263,Sahith Theegala,51634,70.399,0.615,-0.134,0.167,0.153,0.181,0.462,-4.5,0.5,-4.5,0.5,421.0,-7.0,1.0
264,Justin Thomas,33448,70.554,0.809,0.119,0.495,1.091,0.454,-0.282,,,,,,,
265,Davis Thompson,58168,71.136,-0.149,0.418,0.063,0.12,-0.352,-0.269,-6.0,1.0,-6.0,1.0,,,
266,Michael Thompson,32150,71.381,0.131,0.072,-0.026,-0.054,-0.165,0.186,-5.5,0.5,-5.5,0.5,385.0,-12.0,1.0
267,Brendon Todd,30927,70.584,0.654,-0.444,0.448,0.259,0.209,0.394,-5.0,0.5,-5.0,0.5,,,
268,D.J. Trahan,23788,,,,,,,,3.0,0.0,3.0,0.0,,,
269,Martin Trainer,35617,72.055,-1.095,-0.626,-0.227,-1.064,-0.364,-0.031,0.75,0.0,0.75,0.0,386.0,4.0,0.0
270,Lee Trevino,02213,,,,,,,,,,,,,,
271,Marc Turnesa,26668,,,,,,,,,,,,,,
272,Kevin Tway,32333,71.118,-0.21,-0.023,-0.137,-0.304,-0.174,0.094,-4.5,0.25,-4.5,0.25,372.0,0.0,0.0
273,Omar Uresti,08385,,,,,,,,,,,,,,
274,Bo Van Pelt,23623,,,,,,,,-4.33,1.0,-4.33,1.0,320.0,-6.0,1.0
275,Erik van Rooyen,40006,71.765,-0.974,-0.117,-0.442,-0.677,0.088,-0.297,1.0,0.0,1.0,0.0,,,
276,Jhonattan Vegas,27064,,,,,,,,-8.0,1.0,-8.0,1.0,363.0,-8.0,1.0
277,Camilo Villegas,27770,,,,,,,,-5.0,1.0,-5.0,1.0,,,
278,Lanny Wadkins,02242,,,,,,,,,,,,,,
279,Johnson Wagner,26951,,,,,,,,-8.0,1.0,-8.0,1.0,,,
280,Grant Waite,02245,,,,,,,,,,,,,,
281,Jimmy Walker,25632,71.243,-0.036,-0.177,0.13,-0.322,-0.118,0.285,-5.67,0.67,-5.67,0.67,,,
282,Matt Wallace,48887,71.087,-0.201,-0.356,0.368,-0.074,0.153,-0.127,-15.0,1.0,-15.0,1.0,387.0,-16.0,1.0
283,Nick Watney,27095,72.779,-2.007,-1.511,-0.249,-1.96,-0.195,-0.047,-5.0,0.67,-5.0,0.67,391.0,-11.0,1.0
284,Boo Weekley,26289,,,,,,,,,,,,,,
285,Trevor Werbylo,58967,71.973,-0.869,-0.186,0.066,-0.909,-0.812,0.04,,,,,,,
286,Richy Werenski,47128,71.985,-0.708,-0.199,-0.106,-1.024,-0.683,0.316,-7.25,0.75,-7.25,0.75,407.0,-11.0,1.0
287,Kyle Westmoreland,52411,72.032,-0.737,0.192,-0.1,-0.34,-0.377,-0.397,,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,0.0,0.0,0.0,0.0,,,
291,Danny Willett,32139,71.078,0.193,-0.095,0.219,0.09,-0.002,0.103,-9.0,1.0,-9.0,1.0,342.0,-6.0,1.0
292,Garrett Willis,20436,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-7.0,0.5,-7.0,0.5,,,
294,Gary Woodland,31323,70.625,0.361,0.61,-0.342,0.99,0.725,-0.629,-2.0,0.0,-2.0,0.0,348.0,-2.0,0.0
295,Tiger Woods,08793,,,,,,,,,,,,,,
296,Brandon Wu,52374,70.586,0.276,0.232,0.052,0.277,-0.005,-0.001,-11.0,1.0,-11.0,1.0,321.0,-11.0,1.0
297,Dylan Wu,54783,70.561,0.567,0.059,0.072,0.51,0.325,0.057,-1.0,0.0,-1.0,0.0,343.0,-1.0,0.0
298,Cameron Young,57366,70.836,0.244,0.577,-0.063,0.812,0.378,-0.569,-21.0,1.0,-21.0,1.0,332.0,-21.0,1.0
299,Carson Young,52513,71.052,0.072,-0.097,-0.262,-0.153,0.039,0.225,,,,,,,
300,Kevin Yu,45242,70.316,0.723,0.927,0.012,1.329,0.38,-0.606,,,,,,,
301,Carl Yuan,55454,71.564,-0.476,0.224,-0.204,-0.247,-0.146,-0.229,,,,,,,
302,Will Zalatoris,47483,,,,,,,,-6.5,1.0,-6.5,1.0,434.0,-13.0,1.0
