,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
254,Chris Stroud,27963,71.304,-0.099,-0.316,-0.077,0.062,0.384,-0.161,-10.33,0.67,-10.33,0.67,896.0,-1.0,0.0
255,Brian Stuard,31560,72.596,-1.263,-1.18,0.196,-1.368,-0.428,0.105,-3.67,0.33,-3.67,0.33,881.0,7.0,0.0
256,Justin Suh,50493,70.753,0.138,-0.073,-0.387,-0.485,-0.035,0.623,1.0,0.0,1.0,0.0,,,
257,Adam Svensson,40115,70.886,0.517,0.04,0.075,0.119,0.165,0.397,-12.0,1.0,-12.0,1.0,871.0,-11.0,1.0
258,Callum Tarren,48699,71.435,-0.307,0.231,-0.348,-0.023,0.204,-0.284,,,,,,,
259,Phil Tataurangi,12663,,,,,,,,,,,,,,
260,Ben Taylor,48119,70.923,0.365,-0.145,-0.006,-0.208,-0.036,0.573,-3.0,0.0,-3.0,0.0,,,
261,Nick Taylor,25493,70.207,1.099,-0.055,0.23,0.676,0.452,0.423,-3.43,0.43,-3.43,0.43,954.0,-2.0,0.0
262,Vaughn Taylor,23325,,,,,,,,-9.29,0.86,-9.29,0.86,987.0,-10.0,1.0
263,Sahith Theegala,51634,70.399,0.615,-0.134,0.167,0.153,0.181,0.462,-12.0,1.0,-12.0,1.0,983.0,-12.0,1.0
264,Justin Thomas,33448,70.693,0.687,0.133,0.362,0.95,0.421,-0.262,-18.0,1.0,-18.0,1.0,,,
265,Davis Thompson,58168,71.106,-0.052,0.448,0.031,0.179,-0.306,-0.231,,,,,,,
266,Michael Thompson,32150,71.381,0.131,0.072,-0.026,-0.054,-0.165,0.186,-5.5,0.67,-5.5,0.67,949.0,-6.0,1.0
267,Brendon Todd,30927,70.671,0.603,-0.451,0.46,0.193,0.146,0.41,0.4,0.4,0.4,0.4,882.0,-8.0,1.0
268,D.J. Trahan,23788,,,,,,,,-0.4,0.2,-0.4,0.2,908.0,5.0,0.0
269,Martin Trainer,35617,72.202,-1.255,-0.527,-0.262,-1.192,-0.454,-0.063,0.33,0.33,0.33,0.33,950.0,-2.0,1.0
270,Lee Trevino,02213,,,,,,,,,,,,,,
271,Marc Turnesa,26668,,,,,,,,,,,,,,
272,Kevin Tway,32333,71.146,-0.173,0.0,-0.154,-0.282,-0.168,0.109,-7.6,0.6,-7.6,0.6,938.0,-2.0,0.0
273,Omar Uresti,08385,,,,,,,,2.5,0.5,2.5,0.5,956.0,0.0,1.0
274,Bo Van Pelt,23623,,,,,,,,4.0,0.0,4.0,0.0,883.0,2.0,0.0
275,Erik van Rooyen,40006,71.829,-1.001,-0.116,-0.445,-0.719,0.016,-0.281,,,,,,,
276,Jhonattan Vegas,27064,,,,,,,,-10.33,1.0,-10.33,1.0,,,
277,Camilo Villegas,27770,,,,,,,,-4.6,0.4,-4.6,0.4,898.0,2.0,0.0
278,Lanny Wadkins,02242,,,,,,,,,,,,,,
279,Johnson Wagner,26951,,,,,,,,-7.57,0.57,-7.57,0.57,931.0,7.0,0.0
280,Grant Waite,02245,,,,,,,,,,,,,,
281,Jimmy Walker,25632,71.349,-0.124,-0.187,0.119,-0.321,-0.113,0.197,,,,,,,
282,Matt Wallace,48887,71.22,-0.275,-0.433,0.356,-0.163,0.182,-0.113,-1.0,0.0,-1.0,0.0,951.0,-1.0,0.0
283,Nick Watney,27095,72.732,-1.821,-1.388,-0.238,-1.719,-0.124,-0.102,-5.4,0.6,-5.4,0.6,955.0,1.0,0.0
284,Boo Weekley,26289,,,,,,,,-1.4,0.6,-1.4,0.6,884.0,2.0,0.0
285,Trevor Werbylo,58967,72.038,-0.92,-0.258,0.098,-0.918,-0.778,-0.002,,,,,,,
286,Richy Werenski,47128,72.014,-0.718,-0.191,-0.133,-1.011,-0.667,0.294,-6.2,0.6,-6.2,0.6,970.0,5.0,0.0
287,Kyle Westmoreland,52411,72.116,-0.779,0.24,-0.134,-0.4,-0.383,-0.379,,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,-2.67,0.33,-2.67,0.33,,,
291,Danny Willett,32139,71.201,0.104,-0.107,0.171,-0.072,-0.103,0.176,,,,,,,
292,Garrett Willis,20436,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-4.67,0.67,-4.67,0.67,,,
294,Gary Woodland,31323,70.625,0.361,0.61,-0.342,0.99,0.725,-0.629,-2.0,0.0,-2.0,0.0,,,
295,Tiger Woods,08793,,,,,,,,,,,,,,
296,Brandon Wu,52374,70.644,0.238,0.215,0.068,0.246,-0.032,-0.007,-10.0,1.0,-10.0,1.0,885.0,-10.0,1.0
297,Dylan Wu,54783,70.566,0.621,0.045,0.121,0.501,0.323,0.12,-8.0,1.0,-8.0,1.0,910.0,-8.0,1.0
298,Cameron Young,57366,70.836,0.244,0.577,-0.063,0.812,0.378,-0.569,,,,,,,
299,Carson Young,52513,71.097,0.074,-0.092,-0.286,-0.152,0.061,0.226,,,,,,,
300,Kevin Yu,45242,70.493,0.54,0.914,0.093,1.282,0.269,-0.742,,,,,,,
301,Carl Yuan,55454,71.435,-0.242,0.236,-0.233,-0.155,-0.026,-0.087,,,,,,,
302,Will Zalatoris,47483,,,,,,,,,,,,,,
