,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut
276,Bo Van Pelt,23623,,,,,,,,,,,,,,
277,Erik van Rooyen,40006,71.749,-1.014,-0.077,-0.452,-0.726,-0.04,-0.288,-1.33,0.67,,,,,
278,Jhonattan Vegas,27064,,,,,,,,8.5,0.0,,,,,
279,Camilo Villegas,27770,,,,,,,,,,,,,,
280,Lanny Wadkins,02242,,,,,,,,,,,,,,
281,Johnson Wagner,26951,,,,,,,,,,,,,,
282,Grant Waite,02245,,,,,,,,,,,,,,
283,Jimmy Walker,25632,71.347,-0.078,-0.206,0.117,-0.289,-0.087,0.211,3.67,0.33,-6.0,1.0,,,
284,Matt Wallace,48887,71.113,-0.275,-0.433,0.356,-0.163,0.182,-0.113,1.33,0.67,,,,,
285,Nick Watney,27095,72.661,-1.722,-1.313,-0.217,-1.674,-0.178,-0.047,,,,,,,
286,Boo Weekley,26289,,,,,,,,,,,,,,
287,Trevor Werbylo,58967,71.996,-0.867,-0.249,0.119,-0.879,-0.748,0.012,,,,,,,
288,Richy Werenski,47128,71.924,-0.619,-0.155,-0.146,-0.947,-0.651,0.328,,,,,,,
289,Kyle Westmoreland,52411,72.176,-0.875,0.238,-0.209,-0.532,-0.434,-0.343,,,,,,,
290,Vince Whaley,51894,,,,,,,,,,,,,,
291,Charlie Wi,20160,,,,,,,,,,,,,,
292,Tim Wilkinson,25349,,,,,,,,,,,,,,
293,Danny Willett,32139,71.311,0.104,-0.107,0.171,-0.072,-0.103,0.176,-1.57,1.0,-7.5,1.0,588.0,-4.0,1.0
294,Garrett Willis,20436,,,,,,,,,,,,,,
295,Aaron Wise,49964,71.232,-0.303,-0.171,0.227,-0.759,-0.87,0.456,-2.5,1.0,-7.0,1.0,568.0,-7.0,1.0
296,Gary Woodland,31323,70.534,0.361,0.61,-0.342,0.99,0.725,-0.629,2.57,0.57,1.5,0.5,594.0,6.0,0.0
297,Tiger Woods,08793,,,,,,,,3.25,0.25,8.0,0.0,659.0,9.0,0.0
298,Brandon Wu,52374,70.666,0.238,0.215,0.068,0.246,-0.032,-0.007,4.0,0.0,1.0,0.0,575.0,1.0,0.0
299,Dylan Wu,54783,70.595,0.609,0.032,0.146,0.51,0.307,0.099,,,,,,,
300,Cameron Young,57366,70.703,0.395,0.589,-0.003,0.867,0.362,-0.471,-19.0,1.0,-19.0,1.0,583.0,-19.0,1.0
301,Carson Young,52513,71.179,-0.04,-0.099,-0.344,-0.285,0.011,0.245,,,,,,,
302,Kevin Yu,45242,70.386,0.752,0.91,0.023,1.166,0.253,-0.414,,,,,,,
303,Carl Yuan,55454,71.428,-0.242,0.221,-0.195,-0.158,-0.016,-0.083,,,,,,,
304,Will Zalatoris,47483,,,,,,,,-4.5,0.5,-8.0,1.0,663.0,-8.0,1.0
