,player,player_id,scoring Average,SG total Average,SG OTT Average,SG ATG Average,SG TTG Average,SG APR Average,SG PUT Average,avg_score_tourney,avg_cut_tourney,avg_score_course,avg_cut_course,index,2022_score,2022_cut,odds
271,Marc Turnesa,26668,,,,,,,,,,,,,,,
272,Kevin Tway,32333,71.181,-0.221,-0.029,-0.19,-0.35,-0.134,0.129,7.0,0.0,,,,,,
273,Omar Uresti,08385,,,,,,,,,,,,,,,
274,Bo Van Pelt,23623,,,,,,,,9.0,0.0,,,,,,
275,Erik van Rooyen,40006,71.681,-0.787,-0.125,-0.391,-0.488,0.199,-0.299,5.75,0.5,,,1157.0,10.0,0.0,
276,Jhonattan Vegas,27064,,,,,,,,9.25,0.5,,,,,,
277,Camilo Villegas,27770,,,,,,,,20.0,1.0,,,,,,
278,Lanny Wadkins,02242,,,,,,,,,,,,,,,
279,Johnson Wagner,26951,,,,,,,,,,,,,,,
280,Grant Waite,02245,,,,,,,,,,,,,,,
281,Jimmy Walker,25632,71.081,0.188,-0.145,0.192,-0.157,-0.103,0.346,11.0,0.43,,,,,,
282,Matt Wallace,48887,71.009,-0.065,-0.344,0.383,0.087,0.198,-0.152,5.8,0.4,,,,,,
283,Nick Watney,27095,72.8,-1.991,-1.469,-0.255,-1.888,-0.162,-0.103,,,,,,,,
284,Boo Weekley,26289,,,,,,,,,,,,,,,
285,Trevor Werbylo,58967,71.973,-0.869,-0.186,0.066,-0.909,-0.812,0.04,,,,,,,,
286,Richy Werenski,47128,71.992,-0.659,-0.194,-0.108,-1.031,-0.676,0.372,14.0,0.0,,,,,,
287,Kyle Westmoreland,52411,72.032,-0.737,0.192,-0.1,-0.34,-0.377,-0.397,14.0,1.0,,,,,,
288,Vince Whaley,51894,,,,,,,,,,,,,,,
289,Charlie Wi,20160,,,,,,,,,,,,,,,
290,Tim Wilkinson,25349,,,,,,,,16.0,1.0,,,,,,
291,Danny Willett,32139,71.07,0.261,-0.091,0.211,0.082,-0.029,0.179,6.83,0.33,,,,,,
292,Garrett Willis,20436,,,,,,,,,,,,,,,
293,Aaron Wise,49964,71.135,-0.138,-0.17,0.228,-0.696,-0.795,0.559,5.75,0.5,,,1134.0,5.0,1.0,
294,Gary Woodland,31323,70.785,0.327,0.655,-0.362,0.954,0.658,-0.627,3.86,0.71,,,1161.0,0.0,1.0,
295,Tiger Woods,08793,,,,,,,,7.5,0.25,,,,,,
296,Brandon Wu,52374,70.594,0.294,0.223,0.062,0.251,-0.009,0.043,3.5,0.5,,,,,,
297,Dylan Wu,54783,70.68,0.544,0.094,0.023,0.522,0.4,0.022,4.0,1.0,,,,,,
298,Cameron Young,57366,70.999,0.248,0.601,-0.095,0.862,0.407,-0.614,6.33,0.0,,,1150.0,4.0,0.0,
299,Carson Young,52513,71.169,0.052,-0.026,-0.34,-0.11,0.074,0.162,,,,,,,,
300,Kevin Yu,45242,70.373,0.817,0.912,-0.007,1.391,0.486,-0.574,,,,,,,,
301,Carl Yuan,55454,71.403,-0.224,0.266,-0.215,-0.132,-0.138,-0.092,,,,,,,,
302,Will Zalatoris,47483,,,,,,,,4.5,0.5,,,1231.0,-5.0,1.0,
